id,numcrawled,avgCrawlingTime,avgPageSize
24401,38,1.43196,65.7198
25146,0,0,0
24685,38,0.808684,40.1156
24331,49,1.36588,65.0303
24726,27,1.14384,35.5193
24419,43,1.37544,72.755
25243,0,0,0
25166,5,0.497909,22.6216
25253,0,0,0
25270,0,0,0
25115,14,0.832092,28.9202
25317,0,0,0
25356,0,0,0
25002,35,0.805384,39.2427
24590,98,0.597406,63.3976
24971,29,1.24911,53.0256
25388,2,1.7463,30.828
25507,0,0,0
25185,12,2.29497,47.4889
25302,19,0.977535,28.7587
24167,54,2.03837,66.3072
25279,10,2.29222,25.3606
25593,0,0,0
25240,12,2.36284,24.7045
25339,46,0.41283,83.2602
25612,0,0,0
25615,16,0.148018,13.8103
25614,2,1.38987,16.6
25681,0,0,0
25694,0,0,0
24417,46,2.06005,461.305
25718,0,0,0
25775,0,0,0
25632,27,0.439854,33.29
25804,0,0,0
25814,0,0,0
25823,0,0,0
25829,0,0,0
24013,43,3.43073,13.5063
25720,11,0.392458,21.4625
25873,0,0,0
25563,15,2.08701,19.568
25960,0,0,0
25141,61,1.14665,40.0996
26002,0,0,0
25854,15,1.00115,30.1954
25639,40,0.845236,50.626
26029,0,0,0
26062,0,0,0
26070,0,0,0
25897,12,1.44814,46.7747
26106,0,0,0
25282,39,1.77891,302.588
26118,2,0.250776,3.2425
26138,0,0,0
25635,19,2.31554,21.4564
26151,0,0,0
25607,43,1.08597,36.8846
26182,0,0,0
26208,0,0,0
26220,0,0,0
25921,29,0.760823,36.2367
26187,8,0.295624,5.29125
26049,19,0.647291,51.9337
25846,45,0.723338,40.4632
26271,1,0.157596,3.902
26224,19,0.200289,7.27974
26243,13,0.340803,46.137
26217,8,0.926635,33.173
26305,3,1.27973,25.7287
26306,7,0.670221,28.9113
26408,4,0.528177,5.29575
26044,22,0.372788,28.5158
25526,68,1.06784,44.1798
25543,25,2.8748,118.09
26511,0,0,0
26535,0,0,0
25309,52,1.83762,43.1209
26266,25,0.883464,53.1171
26628,0,0,0
26642,0,0,0
25910,40,1.25758,32.8637
26659,0,0,0
26688,0,0,0
26690,5,0.144236,12.9612
26173,47,0.726114,74.459
26407,26,0.786608,34.2584
26775,0,0,0
26692,16,0.325059,22.6003
26792,0,0,0
26302,30,1.10317,27.7881
26816,1,0.357932,21.356
26853,0,0,0
26856,0,0,0
26870,0,0,0
26901,0,0,0
26874,4,0.538564,27.8117
26939,0,0,0
26964,0,0,0
26845,17,0.645219,77.3284
27000,0,0,0
27008,0,0,0
27015,1,0.663839,16.698
26860,11,1.16137,69.0704
26735,27,0.807714,140.057
27017,1,0.17672,16.121
27049,0,0,0
26571,30,1.19718,39.6084
27095,0,0,0
27099,0,0,0
27065,3,1.74067,142.975
27110,0,0,0
26920,15,0.37448,24.2808
27120,0,0,0
27147,0,0,0
25384,94,1.43475,169.417
27197,0,0,0
27226,0,0,0
26403,45,1.39954,37.7179
24566,117,1.72279,61.0583
27227,13,0.576027,36.2976
27251,9,0.734369,76.0703
27175,8,1.64737,80.7316
27052,27,1.08633,34.6869
27437,3,0.630664,20.7287
27392,6,0.820567,20.5783
27394,7,0.980841,31.6703
26366,107,0.804221,36.7004
26713,8,8.08164,98.1197
27523,14,0.498621,28.7873
27537,17,0.424522,28.1567
25153,93,1.98373,30.6513
27133,85,0.409566,53.8693
27295,48,0.500524,68.9885
27712,2,1.665,77.104
27675,7,0.879115,31.8774
26508,112,0.778064,39.2842
27129,23,1.92366,38.6774
27815,10,0.361321,27.4667
26681,39,2.08269,39.9521
27429,23,1.10161,25.7227
27799,9,0.63958,39.1668
27787,12,0.744651,19.1644
27855,13,0.42755,36.9658
27945,2,0.549629,77.108
27944,3,0.764282,21.4157
27789,25,0.55202,39.1152
27091,45,1.28675,20.2711
28016,28,0.215572,79.8639
26324,165,0.724082,85.4027
27956,24,0.534035,23.6699
28116,6,0.888786,33.8455
28192,6,0.638542,32.6883
27943,11,1.48662,39.7978
28269,13,0.179171,31.9085
27989,23,0.666087,39.8511
28008,27,0.637733,17.4579
28389,0,0,0
27975,15,1.35085,27.8278
28274,13,0.573877,32.5473
27991,10,2.40121,51.443
28316,23,0.437186,62.1377
28429,8,0.628512,25.4649
28523,25,0.23653,39.1378
28508,17,0.415141,27.7081
28360,20,0.850556,53.1294
28435,33,0.398771,19.6108
27753,81,0.599444,43.4422
28702,5,0.204334,22.8012
27992,84,0.448112,68.9155
27749,34,1.60931,36.675
28773,2,2.018,41.122
28786,4,0.878987,9.476
28774,5,1.20146,40.6286
28881,0,0,0
28909,0,0,0
28470,15,1.8056,43.5319
22329,113,4.27328,70.435
28792,21,0.693193,81.4573
27503,35,2.36393,112.766
28556,36,0.914232,55.9506
28275,20,2.44062,37.4352
28900,54,0.303187,31.8431
28806,10,2.19472,77.4635
27028,135,0.932974,46.4869
29040,24,0.627875,58.8377
28834,56,0.443373,75.1139
27531,207,0.450209,82.623
29411,8,0.671889,104.673
29271,16,0.994042,20.5678
28635,18,2.69931,53.108
29627,0,0,0
29374,10,1.49405,53.3881
28463,33,1.83915,42.3221
29301,26,0.763943,83.1033
29361,11,1.58687,37.0644
29708,1,0.164323,4.252
29731,1,0.231996,4.247
29664,5,0.717245,31.251
29766,0,0,0
29773,0,0,0
29327,28,0.869036,23.1739
29812,0,0,0
29818,0,0,0
29813,8,0.200673,10.2163
29847,0,0,0
29854,0,0,0
28374,150,0.494392,83.2244
29442,10,2.32465,163.124
29878,3,1.67547,8.78867
29899,11,0.383914,24.2298
29881,10,0.617283,20.9442
29657,40,0.468594,37.6741
30032,0,0,0
30010,11,0.168504,37.2722
29915,4,1.55493,18.3158
29963,5,0.921511,26.5036
30094,0,0,0
30109,0,0,0
28923,82,0.72866,65.5083
30121,13,0.15913,51.0535
26103,91,2.54704,321.396
30053,11,0.626,37.2722
30075,20,0.483486,49.5517
30084,7,1.75655,94.3289
30177,41,0.197044,22.9799
29831,24,1.20553,44.3063
29123,50,1.33521,32.274
29948,13,2.10809,33.0906
29109,117,0.633619,59.9073
30314,42,0.364643,57.8579
29914,57,0.730191,164.527
30139,24,1.38887,74.6167
30593,28,0.240441,30.6419
30716,0,0,0
30184,55,0.643516,70.0354
30578,10,1.41412,13.7798
30678,6,1.47251,169.357
30822,0,0,0
30831,0,0,0
30722,53,0.168047,71.3176
29157,143,0.671455,150.766
30492,18,1.45753,24.2705
30931,10,0.288953,28.0138
30171,42,1.12847,71.9406
30842,65,0.176505,51.376
31117,0,0,0
30850,22,0.731613,26.7753
31170,0,0,0
30433,42,1.20066,54.8954
31154,45,0.280175,35.9272
30098,45,1.69489,149.631
30980,19,1.57644,28.8438
31444,0,0,0
31303,8,1.43118,15.6281
31464,0,0,0
31392,7,0.92126,18.032
31532,0,0,0
31039,48,0.765264,72.4326
31615,2,0.16786,64.674
28823,172,0.911953,106.848
31526,25,0.256294,45.2935
31552,18,0.275251,42.4471
31388,28,0.594812,41.5101
31666,0,0,0
30729,81,0.718157,51.6112
31683,34,0.298607,44.0515
31685,10,1.14894,14.4097
31886,0,0,0
31524,23,0.998604,23.6974
31668,43,0.341581,72.079
31914,0,0,0
31704,11,1.26307,12.5476
31937,0,0,0
31912,17,0.244325,141.131
32002,0,0,0
32046,0,0,0
31957,33,0.326009,45.4604
32176,0,0,0
31960,15,1.11585,47.3285
31896,33,0.675868,51.629
32198,2,1.68742,12.984
32095,7,1.87187,14.234
31703,69,0.569816,57.8259
32306,4,0.621673,20.9913
32257,4,2.06718,158.832
30400,44,2.96221,39.1541
32376,0,0,0
30379,108,1.29413,37.7374
32509,0,0,0
32530,8,0.146251,14.4482
32391,25,0.694821,53.9157
32249,18,1.64545,65.0443
31986,17,3.01122,28.4804
32640,4,0.834036,29.1433
32685,1,0.690633,34.869
32350,13,2.19137,165.755
32435,17,1.34928,10.0604
32666,7,1.00023,94.3289
32697,17,0.435728,36.5
32739,24,0.61639,63.8362
32715,17,1.05114,32.324
29441,185,1.21955,155.827
30174,120,1.57814,61.5857
32988,3,0.730954,132.561
32560,29,1.29533,69.3779
32837,17,0.965319,49.0449
33050,0,0,0
33056,0,0,0
32223,32,2.09338,171.679
32781,25,0.941075,56.222
29659,93,2.40972,166.024
31197,79,1.73726,81.2957
33112,0,0,0
29158,129,1.96271,135.497
31888,81,1.20613,29.1107
33096,6,0.833776,51.1562
32961,19,0.822804,30.3393
33188,0,0,0
33247,0,0,0
33258,0,0,0
33209,9,0.303882,26.317
32902,7,4.5416,130.167
33079,23,0.925216,25.816
33097,24,1.04302,13.4163
33302,8,1.24756,120.913
33085,32,0.820607,64.8051
33286,10,1.26379,30.0511
33496,0,0,0
33058,60,0.531235,72.9944
33519,0,0,0
33285,18,1.00665,26.8691
33439,13,1.11711,92.9172
32981,42,1.17619,178.253
33182,59,0.621569,72.737
33498,15,1.29306,83.0326
33699,0,0,0
30844,100,2.08406,64.9439
30331,111,2.18097,61.8498
33655,33,0.431859,44.938
33747,5,0.733068,16.3772
33726,12,0.547194,23.5123
33393,17,2.71383,47.6956
33146,56,1.2225,61.1141
34027,0,0,0
34056,0,0,0
33724,28,0.428499,30.6334
33647,18,2.11039,47.8924
33867,20,0.415312,27.8425
34114,20,0.238108,15.74
34200,0,0,0
33535,31,1.83962,86.3627
34210,0,0,0
34223,0,0,0
31051,115,2.08268,72.5938
33664,16,3.444,45.6923
34266,27,0.372009,23.7686
33875,30,1.61934,94.5262
34224,62,0.357331,34.2864
33955,28,1.57905,103.016
32987,73,1.67226,43.5642
34096,72,0.512303,43.3166
33769,59,0.449369,35.9153
34753,0,0,0
34638,20,0.43766,31.7294
34708,6,1.18527,10.852
34089,120,0.360282,35.4149
33584,48,2.00625,41.9249
34247,54,0.779328,38.4783
34426,46,0.795542,39.3683
34997,6,0.823888,10.852
35087,2,0.510706,20.193
34883,20,0.931741,34.425
34653,46,0.699653,29.6633
34765,37,0.753687,37.3266
34807,36,0.770342,69.4145
35129,17,0.493053,25.2099
34842,41,0.645879,27.0856
33081,26,5.91464,43.2764
35344,2,0.153723,12.991
34074,96,0.793051,46.0602
35387,2,0.20249,8.062
35320,8,0.526203,24.4585
34894,40,0.75298,40.6929
35222,20,0.559986,22.8737
35475,0,0,0
35490,0,0,0
35422,12,0.304703,11.2378
35506,0,0,0
35291,26,0.490268,22.5553
35274,33,0.468182,19.7223
35109,43,0.590051,37.5662
35594,0,0,0
33667,38,3.30067,53.6941
35365,17,1.07945,32.1826
33694,31,4.07572,57.242
35790,0,0,0
35604,20,0.513992,31.5365
34811,66,0.852066,74.5977
35575,12,1.43766,6.31225
35764,22,0.418094,104.178
35572,35,0.614207,26.5717
32298,218,1.1435,206.51
35924,3,2.77341,11.0383
35907,9,1.03762,68.9083
35620,29,0.829544,54.1408
35682,39,0.662434,30.8784
36170,2,0.168016,4.2865
36205,0,0,0
35234,82,0.635766,35.4381
35994,0,0,0
36289,0,0,0
36302,0,0,0
35945,28,0.750285,36.4758
35507,73,0.607456,33.0179
36140,21,0.498375,25.1361
36395,2,0.232738,15.3725
35498,74,0.657377,35.2799
36391,8,0.399124,23.4146
36429,12,0.180459,24.3602
36530,0,0,0
36518,8,0.385415,23.4183
36573,2,0.460237,68.3
36455,30,0.213893,20.7671
36322,26,0.444834,20.8858
36030,25,1.11586,29.1066
36268,56,0.284688,36.5627
36323,23,0.705611,29.2693
36000,58,0.703879,50.4227
36638,32,0.410341,22.446
35876,54,0.955378,40.086
36327,57,0.509082,29.4326
36112,52,0.783635,123.519
36645,27,0.639575,29.1874
36862,12,0.628939,22.9776
35460,80,0.977155,66.0042
37048,0,0,0
13757,720,2.10175,117.629
36960,14,0.862196,39.8814
36790,45,0.541549,25.7079
37019,29,0.675844,32.9544
36934,21,1.26603,28.6125
36765,0,0,0
31047,130,3.16566,130.69
36715,0,0,0
36731,86,0.506443,34.9099
36251,69,0.949925,85.0233
37210,30,0.574279,28.5255
37507,0,0,0
37521,7,0.559336,28.8376
37504,15,0.437701,24.5935
37538,26,0.227946,16.7975
37657,5,0.571508,31.6424
37503,17,0.937023,43.3363
37723,12,0.49797,23.0574
37017,75,0.68194,35.5319
37909,9,0.524823,24.8541
37967,7,0.659118,31.4403
37858,18,0.634561,23.9437
37630,37,0.68158,27.731
38030,9,0.544149,25.5699
38161,0,0,0
37684,51,0.692371,27.1191
38123,17,0.741915,25.4369
37439,143,0.390341,34.4539
36943,256,0.343991,29.1022
38075,29,0.793123,30.3189
37445,24,2.53484,36.763
38186,33,0.726834,26.9489
38102,38,0.774757,33.9026
38452,10,0.85641,65.8831
38583,0,0,0
38341,35,0.584501,35.0185
37832,67,0.78388,32.8096
38639,4,0.928986,18.3998
36569,52,2.50069,48.5246
38543,21,0.589897,37.8944
38550,30,0.410185,20.1934
38692,17,0.678751,25.8561
38333,53,0.796415,34.0706
38834,0,0,0
38809,23,0.664157,23.4823
38565,0,0,0
38653,48,0.730838,30.9913
39011,0,0,0
39043,0,0,0
37511,50,2.28033,35.2799
38702,51,0.922288,39.0746
38732,24,1.90161,64.8238
39199,0,0,0
39225,2,0.80399,83.079
39371,0,0,0
38829,35,1.7377,36.9101
39452,0,0,0
34505,396,0.80829,48.7882
38866,52,1.39995,40.589
39634,5,1.3456,16.0348
37062,55,3.86667,31.5891
38982,49,1.66015,62.3918
39654,17,1.15532,52.0106
39891,0,0,0
39905,7,1.20206,43.7521
39254,66,1.04869,46.6822
39815,10,0.763313,23.865
39837,12,1.49541,43.3473
38935,116,0.921883,49.5736
38575,74,1.92849,69.6482
39923,8,0.911191,19.7843
40098,0,0,0
40060,3,2.96492,35.916
40191,0,0,0
39019,70,1.65377,40.7069
40026,10,0.795659,22.909
40251,0,0,0
40255,0,0,0
40282,0,0,0
40032,21,0.728072,28.5855
40155,14,1.68974,41.3376
40396,0,0,0
37369,92,2.73299,58.7032
37098,81,3.34052,114.475
37279,61,4.27305,59.1042
40059,24,0.639179,31.4478
40257,15,1.2237,108.112
40466,0,0,0
39088,117,1.18289,167.092
37193,64,4.28124,148.45
40448,7,1.82887,38.3474
40528,2,1.57488,49.5325
40333,20,1.54922,25.832
40577,2,4.19952,30.896
40706,0,0,0
40656,30,0.164699,16.8778
40086,63,1.02056,59.79
39407,118,1.08094,69.4583
40765,9,0.499799,12.7391
40845,0,0,0
40717,11,0.811514,40.3555
40837,2,0.898999,25.301
39132,65,2.43759,154.334
40424,40,0.877053,42.6792
40881,0,0,0
40451,23,1.43993,24.6469
40885,2,1.3033,17.648
40908,0,0,0
40942,0,0,0
40867,15,0.761199,77.1793
40961,8,0.321765,27.6249
40805,32,0.557878,31.0413
40674,9,2.84151,64.7656
40525,97,0.424215,27.3455
40531,28,1.47315,27.4389
41068,6,0.234501,3.7145
41092,1,1.23971,18.106
40226,72,1.08803,22.1316
41128,0,0,0
40999,10,1.21234,83.426
41059,0,0,0
41175,0,0,0
41050,20,0.583024,86.8039
40480,12,4.94729,37.0548
41229,2,0.852652,30.956
41254,0,0,0
41232,4,1.3506,14.7355
41129,27,0.991787,43.5573
40132,79,1.49409,54.1647
41154,113,0.268741,69.0737
41073,58,0.656817,41.1088
41252,19,1.61145,38.0413
40963,43,1.26023,90.2067
41159,36,1.16525,59.8597
40496,49,1.93332,94.4079
41614,35,0.338953,45.0027
40946,71,0.894255,63.798
41780,8,0.464006,6.81337
41773,22,0.491214,21.1977
41577,23,1.27256,38.337
41372,31,1.64279,47.279
42013,0,0,0
41725,18,1.4473,36.4172
41880,8,1.92104,66.3495
42049,0,0,0
41701,21,1.80131,42.0314
41787,11,3.06785,76.3605
41971,8,2.58136,72.5296
42147,0,0,0
41228,58,1.32066,44.5116
41729,33,1.26257,44.6326
42175,0,0,0
42169,2,0.846773,40.363
42137,5,1.16937,45.3192
42075,9,1.61198,51.724
42039,16,1.51505,52.5671
42176,21,0.680258,42.0314
42373,2,0.168541,25.301
42407,2,0.175655,17.648
38759,215,1.52327,71.1339
42326,7,1.45633,17.3981
42178,53,0.626777,52.0461
42498,8,1.65955,19.2226
42224,21,1.66654,39.7321
42230,26,1.35484,41.6055
41674,59,1.51442,49.1019
42036,47,1.30633,41.7478
42254,36,1.36843,42.4173
41305,73,1.7814,57.6835
34046,112,5.71344,148.413
42693,8,0.691859,21.0206
42899,0,0,0
42629,13,1.78878,38.6771
37060,87,5.49491,812.574
42452,29,1.59758,66.0108
42962,9,0.483611,32.3542
42748,14,0.551679,25.218
43077,0,0,0
43133,0,0,0
41931,100,1.05236,67.6934
42908,10,0.842662,24.48
43110,25,0.233386,14.152
42511,25,1.97882,28.6273
43206,4,0.174946,15.8875
43072,10,1.36684,66.3832
42716,67,0.62839,59.3401
43352,4,0.170226,15.8875
42705,25,0.640431,28.6364
43198,43,0.305667,36.7451
40898,98,2.02279,19.7479
43257,25,0.411366,29.0665
43179,24,0.680957,31.7244
43425,40,0.158426,24.2653
43517,19,0.150962,23.7969
43464,24,0.212127,31.7244
43238,55,0.334869,37.8809
43588,13,0.30654,12.8337
43324,45,0.329399,36.0216
43696,0,0,0
42917,44,1.07213,36.3882
43329,27,0.761578,26.6752
43764,0,0,0
43779,0,0,0
43769,9,0.391181,40.0756
43697,12,1.36837,12.9284
43835,24,0.369982,29.6832
43616,25,1.08652,14.1072
43503,4,0.849065,15.8875
43615,22,1.33845,23.1927
41300,154,1.33338,72.1684
43994,8,0.968687,18.3291
43998,38,0.197233,39.3713
44145,0,0,0
42923,32,2.44564,27.5599
44168,14,0.319034,6.43764
43505,39,1.31487,29.5716
43803,38,1.06995,39.3713
44234,25,0.298,13.4993
43828,39,1.04643,24.4162
43760,29,1.69994,36.0021
44422,10,0.227455,14.4646
44476,0,0,0
44075,21,1.4025,25.1339
44466,10,0.418979,13.3401
44563,0,0,0
44153,40,1.00269,35.4353
42928,62,1.92364,20.3862
44695,0,0,0
43967,54,1.05746,38.0973
44706,0,0,0
43908,66,0.992441,26.1157
44495,21,1.21835,25.1339
44531,4,0.625556,15.8875
42235,104,1.77333,61.042
43694,83,1.05303,25.9415
44792,0,0,0
44613,14,1.49648,81.5377
44732,18,0.548271,33.3922
44580,10,2.54549,37.3377
43035,73,1.80181,95.4469
44129,40,1.6592,74.0339
44871,8,0.793883,84.2668
44186,104,0.600976,25.6066
44794,15,0.860523,87.669
44986,0,0,0
45009,4,1.00836,57.8825
44735,29,0.880396,81.7434
41101,112,2.69009,87.4205
44805,18,1.20368,26.4613
44990,22,0.541673,14.8125
44982,54,0.232965,38.0973
45234,0,0,0
44837,16,1.49299,55.0634
44872,47,0.48798,29.673
44819,23,1.18832,104.553
45017,46,0.32941,23.334
45285,2,1.08769,6.3415
45294,19,0.352858,28.2915
45197,18,0.82621,20.9929
45296,22,0.475452,25.4626
45446,0,0,0
45304,8,2.68523,79.5546
45490,20,0.670983,68.1504
45394,8,3.27263,99.0397
45751,5,0.173723,53.9392
45707,14,0.224402,21.8536
45475,25,0.841547,42.9274
45586,36,0.382041,35.8049
45842,0,0,0
45870,0,0,0
45831,9,0.219642,22.7714
45914,2,0.166425,6.8615
45782,12,0.637192,53.6033
45907,9,0.268648,9.89911
45478,9,3.29439,30.5307
42911,73,2.86251,121.433
45985,1,0.696077,12.097
44677,65,1.37112,97.2658
45436,24,1.49973,40.7073
45134,94,0.628469,96.6772
46059,0,0,0
46078,0,0,0
46079,0,0,0
44888,26,2.9363,65.5758
46030,8,0.518235,27.7136
45833,17,0.859408,37.941
46099,0,0,0
46120,0,0,0
45212,90,0.711974,39.0731
46191,1,0.325637,9.119
42067,194,1.53982,29.3768
46303,0,0,0
45723,46,0.741127,42.1717
45815,68,0.48964,75.3876
46451,1,1.44444,9.794
46499,0,0,0
46523,3,0.484855,33.9353
46156,33,0.749751,44.0546
46556,0,0,0
44770,77,1.51273,100.925
46579,2,0.190359,2.591
46362,17,0.99523,41.1933
46613,0,0,0
44954,87,1.21606,92.094
46631,0,0,0
46617,3,0.97442,14.8257
46657,0,0,0
46094,37,1.02971,28.5403
46541,13,0.892204,24.6938
46656,2,1.33579,8.8865
46309,26,1.09038,90.6657
46685,2,1.41579,25.768
46141,29,1.46205,25.7091
46732,18,0.426797,36.4172
46570,16,1.29104,22.5006
46185,27,1.71248,58.7652
46597,14,1.47928,41.245
46862,2,1.46676,7.724
46753,20,0.559815,15.74
46742,9,1.36115,22.536
46896,2,1.54706,14.6295
46967,9,0.157014,15.6014
46930,2,1.76503,19.8675
47044,0,0,0
46075,52,1.21074,69.252
47120,0,0,0
46113,223,0.280141,48.5111
46710,18,1.47306,21.7426
47171,0,0,0
47187,0,0,0
46372,67,0.801107,29.9489
47201,4,0.650162,37.3223
46664,28,1.32008,24.5472
47248,15,0.300516,17.3144
47347,0,0,0
47086,19,0.873778,28.4687
47265,23,0.325841,46.7644
47455,0,0,0
47389,6,0.705347,59.0133
47232,19,0.695827,41.3786
47023,28,0.908221,29.6463
45331,60,2.25417,47.9938
47536,0,0,0
47581,1,0.628995,176.936
47432,26,0.412265,31.4485
47615,0,0,0
47502,38,0.234154,13.3321
47041,56,0.614511,29.5288
47708,2,1.2478,415.384
46971,53,0.74955,38.3176
47798,2,0.615611,19.4575
47863,0,0,0
47866,0,0,0
47060,37,1.14374,41.6845
47342,62,0.443834,22.8394
47978,0,0,0
47543,31,0.782158,30.75
47457,35,0.840838,42.7733
46126,88,1.22619,49.4455
48005,4,0.616736,26.866
47647,24,1.03792,32.9534
48054,24,0.216272,23.6943
48046,10,0.624604,28.621
47839,26,0.689192,27.616
47928,17,0.783524,29.9781
47685,36,0.766497,25.5195
47761,31,0.825979,29.0087
47890,28,0.796048,26.7977
48241,8,0.693059,25.4254
48343,8,0.455225,22.0689
48214,35,0.294465,12.9921
47745,17,2.12182,24.3569
45258,136,1.36502,88.4777
46771,63,1.3984,34.1154
48195,24,0.632679,27.026
48057,59,0.409085,64.7399
48499,7,0.53273,24.9239
48514,8,0.539771,19.483
48193,47,0.40056,36.8467
46981,141,0.588945,15.0144
48679,0,0,0
48404,17,0.697224,24.9029
47999,56,0.581881,37.3469
48735,0,0,0
48467,19,0.654191,25.4551
48182,35,0.716393,20.4781
48483,22,0.537489,22.5375
48587,16,0.609562,25.1474
48751,2,0.799221,14.3765
48829,0,0,0
48759,12,0.576967,24.9198
48375,12,1.99409,20.5098
48795,12,0.536083,23.8708
48649,16,1.01336,27.162
48757,20,0.737355,27.0697
48871,10,0.696173,15.4395
48978,0,0,0
48995,0,0,0
49011,0,0,0
48792,8,2.13588,10.2496
48668,24,1.02088,15.781
49048,2,0.350119,9.7175
45967,80,2.16887,75.9931
48875,21,0.758432,27.4958
49105,0,0,0
48945,29,0.467167,44.7073
49174,0,0,0
48991,33,0.444139,15.4782
49118,20,0.344967,14.1167
49239,0,0,0
49270,1,0.453173,176.936
49128,9,1.14813,19.0859
48805,53,0.677496,38.3856
49342,0,0,0
48835,18,1.98421,77.1182
49323,1,3.66657,0.419
49313,19,0.61387,25.3339
49359,19,0.495173,19.0935
49548,0,0,0
49534,4,0.505254,63.44
49362,24,0.602013,32.0203
49601,1,0.440405,22.373
48552,79,0.914086,51.9939
49546,30,0.413451,10.4946
49185,61,0.631831,45.1021
15051,707,3.30842,116.142
49606,23,0.635673,23.3237
49917,0,0,0
49899,7,0.516022,71.6257
49315,13,3.0344,55.1342
49703,28,0.66351,28.7313
48459,38,2.59906,24.7631
49885,52,0.224716,64.0189
49661,34,0.731037,33.707
